# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 28 18:08:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,sy_pnum,rastr,ra,decstr,dec
11 Com b,1,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516
11 Com b,1,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516
11 Com b,1,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516
11 UMi b,1,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428
11 UMi b,1,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428
11 UMi b,1,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428
14 And b,1,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367
14 And b,1,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367
14 And b,1,23h31m17.80s,352.8241500,+39d14m09.01s,39.2358367
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
14 Her b,2,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
16 Cyg B b,1,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243
17 Sco b,1,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905
18 Del b,1,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378
18 Del b,1,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378
18 Del b,1,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378
1RXS J160929.1-210524 b,1,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403
1RXS J160929.1-210524 b,1,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403
1RXS J160929.1-210524 b,1,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403
1RXS J160929.1-210524 b,1,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403
24 Boo b,1,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488
24 Boo b,1,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488
24 Sex b,2,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998
24 Sex c,2,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998
2M0437 b,1,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997
2MASS J01033563-5515561 AB b,1,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291
2MASS J01225093-2439505 b,1,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128
2MASS J01225093-2439505 b,1,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128
2MASS J02192210-3925225 b,1,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767
2MASS J0249-0557 c,1,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921
2MASS J03590986+2009361 b,1,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759
2MASS J04414489+2301513 b,1,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544
2MASS J11011926-7732383 b,1,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912
2MASS J11550485-7919108 b,1,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558
2MASS J12073346-3932539 b,1,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399
2MASS J12073346-3932539 b,1,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399
2MASS J19383260+4603591 b,3,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076
2MASS J19383260+4603591 b,3,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076
2MASS J21252752-8138278 b,1,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894
2MASS J22362452+4751425 b,1,22h36m24.62s,339.1025931,+47d51m42.06s,47.8616830
30 Ari B b,1,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103
30 Ari B b,1,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103
30 Ari B b,1,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103
4 UMa b,1,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504
4 UMa b,1,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504
42 Dra b,1,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652
47 UMa b,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa b,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa b,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa b,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa b,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa c,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa c,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa c,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa d,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
47 UMa d,3,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931
51 Eri b,1,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245
51 Eri b,1,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245
51 Eri b,1,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245
51 Peg b,1,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958
51 Peg b,1,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958
51 Peg b,1,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958
51 Peg b,1,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958
51 Peg b,1,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc b,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc c,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc d,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc e,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
55 Cnc f,5,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154
6 Lyn b,1,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753
6 Lyn b,1,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753
6 Lyn b,1,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753
6 Lyn b,1,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753
61 Vir b,3,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745
61 Vir b,3,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745
61 Vir c,3,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745
61 Vir c,3,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745
61 Vir d,3,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745
7 CMa b,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
7 CMa b,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
7 CMa b,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
7 CMa b,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
7 CMa c,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
7 CMa c,2,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
70 Vir b,1,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085
75 Cet b,2,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269
75 Cet b,2,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269
75 Cet c,2,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269
8 UMi b,1,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379
8 UMi b,1,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379
81 Cet b,1,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607
81 Cet b,1,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607
81 Cet b,1,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607
91 Aqr b,1,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076
AB Aur b,1,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888
AB Pic b,1,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184
AF Lep b,1,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752
AF Lep b,1,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752
AF Lep b,1,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic b,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic c,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
AU Mic d,3,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500
BD+03 2562 b,1,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075
BD+14 4559 b,1,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834
BD+14 4559 b,1,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834
BD+15 2375 b,1,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182
BD+15 2940 b,1,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507
BD+20 2457 b,2,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626
BD+20 2457 b,2,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626
BD+20 2457 c,2,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626
BD+20 274 b,1,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692
BD+20 594 b,1,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205
BD+20 594 b,1,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205
BD+20 594 b,1,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205
BD+45 564 b,1,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187
BD+48 738 b,1,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395
BD+48 740 b,1,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579
BD+49 828 b,1,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481
BD+55 362 b,1,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282
BD+60 1417 b,1,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636
BD+63 1405 b,1,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064
BD+63 1405 b,1,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064
BD-06 1339 b,2,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378
BD-06 1339 c,2,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378
BD-08 2823 b,2,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689
BD-08 2823 b,2,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689
BD-08 2823 c,2,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689
BD-10 3166 b,1,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227
BD-10 3166 b,1,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227
BD-10 3166 b,1,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227
BD-10 3166 b,1,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227
BD-11 4672 b,2,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481
BD-11 4672 b,2,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481
BD-11 4672 c,2,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481
BD-13 2130 b,1,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703
BD-13 2130 b,1,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703
BD-14 3065 b,1,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372
BD-14 3065 b,1,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372
BD-17 63 b,1,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254
BD-17 63 b,1,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254
BD-17 63 b,1,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254
BD-17 63 b,1,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254
BD-210397 b,2,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147
BD-210397 c,2,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147
BD-210397 c,2,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147
CD Cet b,1,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881
CFBDSIR J145829+101343 b,1,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111
CFHTWIR-Oph 98 b,1,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500
CHXR 73 b,1,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725
CI Tau c,1,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192
COCONUTS-2 b,1,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960
CT Cha b,1,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-1 b,1,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394
CoRoT-10 b,1,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143
CoRoT-10 b,1,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143
CoRoT-10 b,1,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-11 b,1,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-12 b,1,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437
CoRoT-13 b,1,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557
CoRoT-13 b,1,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557
CoRoT-13 b,1,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557
CoRoT-13 b,1,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557
CoRoT-13 b,1,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557
CoRoT-14 b,1,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385
CoRoT-14 b,1,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385
CoRoT-14 b,1,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385
CoRoT-16 b,1,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026
CoRoT-16 b,1,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026
CoRoT-17 b,1,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880
CoRoT-17 b,1,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880
CoRoT-17 b,1,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-18 b,1,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-19 b,1,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-2 b,1,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 b,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-20 c,2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931
CoRoT-21 b,1,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544
CoRoT-21 b,1,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544
CoRoT-22 b,1,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669
CoRoT-23 b,1,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516
CoRoT-23 b,1,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516
CoRoT-23 b,1,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516
CoRoT-24 b,2,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892
CoRoT-24 c,2,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892
CoRoT-25 b,1,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223
CoRoT-25 b,1,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223
CoRoT-26 b,1,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828
CoRoT-26 b,1,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828
CoRoT-27 b,1,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811
CoRoT-27 b,1,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811
CoRoT-28 b,1,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911
CoRoT-28 b,1,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911
CoRoT-29 b,1,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703
CoRoT-29 b,1,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703
CoRoT-29 b,1,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703
CoRoT-3 b,1,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359
CoRoT-3 b,1,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359
CoRoT-3 b,1,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359
CoRoT-3 b,1,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359
CoRoT-3 b,1,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359
CoRoT-30 b,1,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338
CoRoT-31 b,1,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978
CoRoT-35 b,1,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085
